"dummy","b4"
"w4_1","-2.01699614524841"
"w4_2","8.66497707366943"
"w4_3","6.23963832855225"
"w4_4","9.10019207000732"
"w4_5","8.99943733215332"
"w4_6","-5.96056747436523"
"w4_7","-10.770396232605"
"w4_8","-10.3410043716431"
"w4_9","-5.1793098449707"
"w4_10","-6.4563775062561"
"w4_11","11.6158094406128"
"w4_12","9.81647205352783"
"w4_13","12.6633291244507"
"w4_14","9.70158004760742"
"w4_15","7.37570858001709"
"w4_16","11.2370634078979"
"w4_17","-6.80235576629639"
"w4_18","9.90542316436768"
"w4_19","11.1279249191284"
"w4_20","10.732647895813"
"w4_21","-3.5333309173584"
"w4_22","-6.04243278503418"
"w4_23","7.59664630889893"
"w4_24","11.6168003082275"
"w4_25","-8.9627799987793"
"w4_26","-8.82586765289307"
"w4_27","-1.54915761947632"
"w4_28","5.03424167633057"
"w4_29","9.18218231201172"
"w4_30","12.5228614807129"
"w4_31","10.0779886245728"
"w4_32","-3.6605396270752"
"w4_33","-2.65759634971619"
"w4_34","9.01105213165283"
"w4_35","8.71309471130371"
